N°        MODEL           OUTPUT_SIZE     NEURONS         NUM_REFS        MODEL_SIZE      METHOD          THRESHOLD       PROBABILITY     TIME(ns)        RESULT         
1          0               2               256             0               2167816         BEST            0.75            1.000000        3312            OK             
1          0               2               256             0               2167816         BEST            0.80            1.000000        3312            OK             
1          0               2               256             0               2167816         BEST            0.85            1.000000        3312            OK             
1          0               2               256             0               2167816         BEST            0.90            1.000000        3312            OK             
1          0               2               256             0               2167816         BEST            0.95            1.000000        3312            OK             
231        0               2               256             0               2167816         BEST            0.50            0.921881        3217            OK             
1          0               2               256             0               2167816         BEST            0.55            0.921881        3217            OK             
1          0               2               256             0               2167816         BEST            0.60            0.921881        3217            OK             
1          0               2               256             0               2167816         BEST            0.65            0.921881        3217            OK             
1          0               2               256             0               2167816         BEST            0.70            0.921881        3217            OK             
1          0               2               256             0               2167816         BEST            0.75            0.921881        3217            OK             
1          0               2               256             0               2167816         BEST            0.80            0.921881        3217            OK             
1          0               2               256             0               2167816         BEST            0.85            0.921881        3217            OK             
1          0               2               256             0               2167816         BEST            0.90            0.921881        3217            OK             
1          0               2               256             0               2167816         BEST            0.95            0.921881        3217            NO             
241        0               2               256             0               2167816         BEST            0.50            0.879928        3207            OK             
1          0               2               256             0               2167816         BEST            0.55            0.879928        3207            OK             
1          0               2               256             0               2167816         BEST            0.60            0.879928        3207            OK             
1          0               2               256             0               2167816         BEST            0.65            0.879928        3207            OK             
1          0               2               256             0               2167816         BEST            0.70            0.879928        3207            OK             
1          0               2               256             0               2167816         BEST            0.75            0.879928        3207            OK             
1          0               2               256             0               2167816         BEST            0.80            0.879928        3207            OK             
1          0               2               256             0               2167816         BEST            0.85            0.879928        3207            OK             
1          0               2               256             0               2167816         BEST            0.90            0.879928        3207            NO             
1          0               2               256             0               2167816         BEST            0.95            0.879928        3207            NO             
251        0               2               256             0               2167816         BEST            0.50            0.392488        3207            NO             
1          0               2               256             0               2167816         BEST            0.55            0.392488        3207            NO             
1          0               2               256             0               2167816         BEST            0.60            0.392488        3207            NO             
1          0               2               256             0               2167816         BEST            0.65            0.392488        3207            NO             
1          0               2               256             0               2167816         BEST            0.70            0.392488        3207            NO             
1          0               2               256             0               2167816         BEST            0.75            0.392488        3207            NO             
1          0               2               256             0               2167816         BEST            0.80            0.392488        3207            NO             
1          0               2               256             0               2167816         BEST            0.85            0.392488        3207            NO             
1          0               2               256             0               2167816         BEST            0.90            0.392488        3207            NO             
1          0               2               256             0               2167816         BEST            0.95            0.392488        3207            NO             
261        0               2               256             0               2167816         BEST            0.50            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.55            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.60            1.000000        3210            OK             
