N°        MODEL           OUTPUT_SIZE     NEURONS         NUM_REFS        MODEL_SIZE      METHOD          THRESHOLD       PROBABILITY     TIME(ns)        RESULT         
1          0               2               256             0               2167816         BEST            0.80            0.999958        3209            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999958        3209            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999958        3209            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999958        3209            OK             
2361       0               2               256             0               2167816         BEST            0.50            1.000000        3237            OK             
1          0               2               256             0               2167816         BEST            0.55            1.000000        3237            OK             
1          0               2               256             0               2167816         BEST            0.60            1.000000        3237            OK             
1          0               2               256             0               2167816         BEST            0.65            1.000000        3237            OK             
1          0               2               256             0               2167816         BEST            0.70            1.000000        3237            OK             
1          0               2               256             0               2167816         BEST            0.75            1.000000        3237            OK             
1          0               2               256             0               2167816         BEST            0.80            1.000000        3237            OK             
1          0               2               256             0               2167816         BEST            0.85            1.000000        3237            OK             
1          0               2               256             0               2167816         BEST            0.90            1.000000        3237            OK             
1          0               2               256             0               2167816         BEST            0.95            1.000000        3237            OK             
2371       0               2               256             0               2167816         BEST            0.50            0.999984        4002            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999984        4002            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999984        4002            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999984        4002            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999984        4002            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999984        4002            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999984        4002            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999984        4002            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999984        4002            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999984        4002            OK             
2381       0               2               256             0               2167816         BEST            0.50            0.999997        3228            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999997        3228            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999997        3228            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999997        3228            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999997        3228            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999997        3228            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999997        3228            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999997        3228            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999997        3228            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999997        3228            OK             
2391       0               2               256             0               2167816         BEST            0.50            0.997742        3200            OK             
1          0               2               256             0               2167816         BEST            0.55            0.997742        3200            OK             
1          0               2               256             0               2167816         BEST            0.60            0.997742        3200            OK             
1          0               2               256             0               2167816         BEST            0.65            0.997742        3200            OK             
1          0               2               256             0               2167816         BEST            0.70            0.997742        3200            OK             
1          0               2               256             0               2167816         BEST            0.75            0.997742        3200            OK             
1          0               2               256             0               2167816         BEST            0.80            0.997742        3200            OK             
1          0               2               256             0               2167816         BEST            0.85            0.997742        3200            OK             
1          0               2               256             0               2167816         BEST            0.90            0.997742        3200            OK             
1          0               2               256             0               2167816         BEST            0.95            0.997742        3200            OK             
2401       0               2               256             0               2167816         BEST            0.50            0.999780        3219            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999780        3219            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999780        3219            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999780        3219            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999780        3219            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999780        3219            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999780        3219            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999780        3219            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999780        3219            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999780        3219            OK             
2411       0               2               256             0               2167816         BEST            0.50            1.000000        3230            OK             
1          0               2               256             0               2167816         BEST            0.55            1.000000        3230            OK             
1          0               2               256             0               2167816         BEST            0.60            1.000000        3230            OK             
1          0               2               256             0               2167816         BEST            0.65            1.000000        3230            OK             
1          0               2               256             0               2167816         BEST            0.70            1.000000        3230            OK             
1          0               2               256             0               2167816         BEST            0.75            1.000000        3230            OK             
1          0               2               256             0               2167816         BEST            0.80            1.000000        3230            OK             
1          0               2               256             0               2167816         BEST            0.85            1.000000        3230            OK             
1          0               2               256             0               2167816         BEST            0.90            1.000000        3230            OK             
1          0               2               256             0               2167816         BEST            0.95            1.000000        3230            OK             
2421       0               2               256             0               2167816         BEST            0.50            0.999998        3371            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999998        3371            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999998        3371            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999998        3371            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999998        3371            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999998        3371            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999998        3371            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999998        3371            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999998        3371            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999998        3371            OK             
2431       0               2               256             0               2167816         BEST            0.50            0.999998        3207            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999998        3207            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999998        3207            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999998        3207            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999998        3207            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999998        3207            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999998        3207            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999998        3207            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999998        3207            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999998        3207            OK             
2441       0               2               256             0               2167816         BEST            0.50            0.999984        3202            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999984        3202            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999984        3202            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999984        3202            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999984        3202            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999984        3202            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999984        3202            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999984        3202            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999984        3202            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999984        3202            OK             
2451       0               2               256             0               2167816         BEST            0.50            0.992871        3203            OK             
1          0               2               256             0               2167816         BEST            0.55            0.992871        3203            OK             
1          0               2               256             0               2167816         BEST            0.60            0.992871        3203            OK             
1          0               2               256             0               2167816         BEST            0.65            0.992871        3203            OK             
1          0               2               256             0               2167816         BEST            0.70            0.992871        3203            OK             
1          0               2               256             0               2167816         BEST            0.75            0.992871        3203            OK             
1          0               2               256             0               2167816         BEST            0.80            0.992871        3203            OK             
1          0               2               256             0               2167816         BEST            0.85            0.992871        3203            OK             
1          0               2               256             0               2167816         BEST            0.90            0.992871        3203            OK             
1          0               2               256             0               2167816         BEST            0.95            0.992871        3203            OK             
2461       0               2               256             0               2167816         BEST            0.50            0.996293        3202            OK             
1          0               2               256             0               2167816         BEST            0.55            0.996293        3202            OK             
1          0               2               256             0               2167816         BEST            0.60            0.996293        3202            OK             
1          0               2               256             0               2167816         BEST            0.65            0.996293        3202            OK             
1          0               2               256             0               2167816         BEST            0.70            0.996293        3202            OK             
1          0               2               256             0               2167816         BEST            0.75            0.996293        3202            OK             
1          0               2               256             0               2167816         BEST            0.80            0.996293        3202            OK             
1          0               2               256             0               2167816         BEST            0.85            0.996293        3202            OK             
1          0               2               256             0               2167816         BEST            0.90            0.996293        3202            OK             
1          0               2               256             0               2167816         BEST            0.95            0.996293        3202            OK             
2471       0               2               256             0               2167816         BEST            0.50            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.55            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.60            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.65            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.70            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.75            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.80            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.85            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.90            1.000000        3210            OK             
1          0               2               256             0               2167816         BEST            0.95            1.000000        3210            OK             
2481       0               2               256             0               2167816         BEST            0.50            1.000000        3219            OK             
1          0               2               256             0               2167816         BEST            0.55            1.000000        3219            OK             
1          0               2               256             0               2167816         BEST            0.60            1.000000        3219            OK             
1          0               2               256             0               2167816         BEST            0.65            1.000000        3219            OK             
1          0               2               256             0               2167816         BEST            0.70            1.000000        3219            OK             
1          0               2               256             0               2167816         BEST            0.75            1.000000        3219            OK             
1          0               2               256             0               2167816         BEST            0.80            1.000000        3219            OK             
1          0               2               256             0               2167816         BEST            0.85            1.000000        3219            OK             
1          0               2               256             0               2167816         BEST            0.90            1.000000        3219            OK             
1          0               2               256             0               2167816         BEST            0.95            1.000000        3219            OK             
2491       0               2               256             0               2167816         BEST            0.50            0.999933        3221            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999933        3221            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999933        3221            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999933        3221            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999933        3221            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999933        3221            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999933        3221            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999933        3221            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999933        3221            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999933        3221            OK             
2501       0               2               256             0               2167816         BEST            0.50            0.998626        3220            OK             
1          0               2               256             0               2167816         BEST            0.55            0.998626        3220            OK             
1          0               2               256             0               2167816         BEST            0.60            0.998626        3220            OK             
1          0               2               256             0               2167816         BEST            0.65            0.998626        3220            OK             
1          0               2               256             0               2167816         BEST            0.70            0.998626        3220            OK             
1          0               2               256             0               2167816         BEST            0.75            0.998626        3220            OK             
1          0               2               256             0               2167816         BEST            0.80            0.998626        3220            OK             
1          0               2               256             0               2167816         BEST            0.85            0.998626        3220            OK             
1          0               2               256             0               2167816         BEST            0.90            0.998626        3220            OK             
1          0               2               256             0               2167816         BEST            0.95            0.998626        3220            OK             
2511       0               2               256             0               2167816         BEST            0.50            0.997518        3221            OK             
1          0               2               256             0               2167816         BEST            0.55            0.997518        3221            OK             
1          0               2               256             0               2167816         BEST            0.60            0.997518        3221            OK             
1          0               2               256             0               2167816         BEST            0.65            0.997518        3221            OK             
1          0               2               256             0               2167816         BEST            0.70            0.997518        3221            OK             
1          0               2               256             0               2167816         BEST            0.75            0.997518        3221            OK             
1          0               2               256             0               2167816         BEST            0.80            0.997518        3221            OK             
1          0               2               256             0               2167816         BEST            0.85            0.997518        3221            OK             
1          0               2               256             0               2167816         BEST            0.90            0.997518        3221            OK             
1          0               2               256             0               2167816         BEST            0.95            0.997518        3221            OK             
2521       0               2               256             0               2167816         BEST            0.50            0.999800        3228            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999800        3228            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999800        3228            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999800        3228            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999800        3228            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999800        3228            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999800        3228            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999800        3228            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999800        3228            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999800        3228            OK             
2531       0               2               256             0               2167816         BEST            0.50            0.999999        3190            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999999        3190            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999999        3190            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999999        3190            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999999        3190            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999999        3190            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999999        3190            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999999        3190            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999999        3190            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999999        3190            OK             
2541       0               2               256             0               2167816         BEST            0.50            0.999997        3224            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999997        3224            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999997        3224            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999997        3224            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999997        3224            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999997        3224            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999997        3224            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999997        3224            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999997        3224            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999997        3224            OK             
2551       0               2               256             0               2167816         BEST            0.50            0.999999        3232            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999999        3232            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999999        3232            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999999        3232            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999999        3232            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999999        3232            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999999        3232            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999999        3232            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999999        3232            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999999        3232            OK             
2561       0               2               256             0               2167816         BEST            0.50            0.989617        3201            OK             
1          0               2               256             0               2167816         BEST            0.55            0.989617        3201            OK             
1          0               2               256             0               2167816         BEST            0.60            0.989617        3201            OK             
1          0               2               256             0               2167816         BEST            0.65            0.989617        3201            OK             
1          0               2               256             0               2167816         BEST            0.70            0.989617        3201            OK             
1          0               2               256             0               2167816         BEST            0.75            0.989617        3201            OK             
1          0               2               256             0               2167816         BEST            0.80            0.989617        3201            OK             
1          0               2               256             0               2167816         BEST            0.85            0.989617        3201            OK             
1          0               2               256             0               2167816         BEST            0.90            0.989617        3201            OK             
1          0               2               256             0               2167816         BEST            0.95            0.989617        3201            OK             
2571       0               2               256             0               2167816         BEST            0.50            0.990461        3190            OK             
1          0               2               256             0               2167816         BEST            0.55            0.990461        3190            OK             
1          0               2               256             0               2167816         BEST            0.60            0.990461        3190            OK             
1          0               2               256             0               2167816         BEST            0.65            0.990461        3190            OK             
1          0               2               256             0               2167816         BEST            0.70            0.990461        3190            OK             
1          0               2               256             0               2167816         BEST            0.75            0.990461        3190            OK             
1          0               2               256             0               2167816         BEST            0.80            0.990461        3190            OK             
1          0               2               256             0               2167816         BEST            0.85            0.990461        3190            OK             
1          0               2               256             0               2167816         BEST            0.90            0.990461        3190            OK             
1          0               2               256             0               2167816         BEST            0.95            0.990461        3190            OK             
2581       0               2               256             0               2167816         BEST            0.50            0.981613        3239            OK             
1          0               2               256             0               2167816         BEST            0.55            0.981613        3239            OK             
1          0               2               256             0               2167816         BEST            0.60            0.981613        3239            OK             
1          0               2               256             0               2167816         BEST            0.65            0.981613        3239            OK             
1          0               2               256             0               2167816         BEST            0.70            0.981613        3239            OK             
1          0               2               256             0               2167816         BEST            0.75            0.981613        3239            OK             
1          0               2               256             0               2167816         BEST            0.80            0.981613        3239            OK             
1          0               2               256             0               2167816         BEST            0.85            0.981613        3239            OK             
1          0               2               256             0               2167816         BEST            0.90            0.981613        3239            OK             
1          0               2               256             0               2167816         BEST            0.95            0.981613        3239            OK             
2591       0               2               256             0               2167816         BEST            0.50            0.974171        3210            OK             
1          0               2               256             0               2167816         BEST            0.55            0.974171        3210            OK             
1          0               2               256             0               2167816         BEST            0.60            0.974171        3210            OK             
1          0               2               256             0               2167816         BEST            0.65            0.974171        3210            OK             
1          0               2               256             0               2167816         BEST            0.70            0.974171        3210            OK             
1          0               2               256             0               2167816         BEST            0.75            0.974171        3210            OK             
1          0               2               256             0               2167816         BEST            0.80            0.974171        3210            OK             
1          0               2               256             0               2167816         BEST            0.85            0.974171        3210            OK             
1          0               2               256             0               2167816         BEST            0.90            0.974171        3210            OK             
1          0               2               256             0               2167816         BEST            0.95            0.974171        3210            OK             
2601       0               2               256             0               2167816         BEST            0.50            0.593745        3197            OK             
1          0               2               256             0               2167816         BEST            0.55            0.593745        3197            OK             
1          0               2               256             0               2167816         BEST            0.60            0.593745        3197            NO             
1          0               2               256             0               2167816         BEST            0.65            0.593745        3197            NO             
1          0               2               256             0               2167816         BEST            0.70            0.593745        3197            NO             
1          0               2               256             0               2167816         BEST            0.75            0.593745        3197            NO             
1          0               2               256             0               2167816         BEST            0.80            0.593745        3197            NO             
1          0               2               256             0               2167816         BEST            0.85            0.593745        3197            NO             
1          0               2               256             0               2167816         BEST            0.90            0.593745        3197            NO             
1          0               2               256             0               2167816         BEST            0.95            0.593745        3197            NO             
2611       0               2               256             0               2167816         BEST            0.50            0.999662        3221            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999662        3221            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999662        3221            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999662        3221            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999662        3221            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999662        3221            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999662        3221            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999662        3221            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999662        3221            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999662        3221            OK             
