N°        MODEL           OUTPUT_SIZE     NEURONS         NUM_REFS        MODEL_SIZE      METHOD          THRESHOLD       PROBABILITY     TIME(ns)        RESULT         
271        0               2               256             0               2167816         BEST            0.50            0.995308        3206            OK             
1          0               2               256             0               2167816         BEST            0.55            0.995308        3206            OK             
1          0               2               256             0               2167816         BEST            0.60            0.995308        3206            OK             
1          0               2               256             0               2167816         BEST            0.65            0.995308        3206            OK             
1          0               2               256             0               2167816         BEST            0.70            0.995308        3206            OK             
1          0               2               256             0               2167816         BEST            0.75            0.995308        3206            OK             
1          0               2               256             0               2167816         BEST            0.80            0.995308        3206            OK             
1          0               2               256             0               2167816         BEST            0.85            0.995308        3206            OK             
1          0               2               256             0               2167816         BEST            0.90            0.995308        3206            OK             
1          0               2               256             0               2167816         BEST            0.95            0.995308        3206            OK             
281        0               2               256             0               2167816         BEST            0.50            0.768263        3206            OK             
1          0               2               256             0               2167816         BEST            0.55            0.768263        3206            OK             
1          0               2               256             0               2167816         BEST            0.60            0.768263        3206            OK             
1          0               2               256             0               2167816         BEST            0.65            0.768263        3206            OK             
1          0               2               256             0               2167816         BEST            0.70            0.768263        3206            OK             
1          0               2               256             0               2167816         BEST            0.75            0.768263        3206            OK             
1          0               2               256             0               2167816         BEST            0.80            0.768263        3206            NO             
1          0               2               256             0               2167816         BEST            0.85            0.768263        3206            NO             
1          0               2               256             0               2167816         BEST            0.90            0.768263        3206            NO             
1          0               2               256             0               2167816         BEST            0.95            0.768263        3206            NO             
291        0               2               256             0               2167816         BEST            0.50            0.982098        3205            OK             
1          0               2               256             0               2167816         BEST            0.55            0.982098        3205            OK             
1          0               2               256             0               2167816         BEST            0.60            0.982098        3205            OK             
1          0               2               256             0               2167816         BEST            0.65            0.982098        3205            OK             
1          0               2               256             0               2167816         BEST            0.70            0.982098        3205            OK             
1          0               2               256             0               2167816         BEST            0.75            0.982098        3205            OK             
1          0               2               256             0               2167816         BEST            0.80            0.982098        3205            OK             
1          0               2               256             0               2167816         BEST            0.85            0.982098        3205            OK             
1          0               2               256             0               2167816         BEST            0.90            0.982098        3205            OK             
1          0               2               256             0               2167816         BEST            0.95            0.982098        3205            OK             
301        0               2               256             0               2167816         BEST            0.50            0.999993        3204            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999993        3204            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999993        3204            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999993        3204            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999993        3204            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999993        3204            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999993        3204            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999993        3204            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999993        3204            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999993        3204            OK             
311        0               2               256             0               2167816         BEST            0.50            0.999999        3195            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999999        3195            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999999        3195            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999999        3195            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999999        3195            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999999        3195            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999999        3195            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999999        3195            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999999        3195            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999999        3195            OK             
321        0               2               256             0               2167816         BEST            0.50            0.985397        3196            OK             
1          0               2               256             0               2167816         BEST            0.55            0.985397        3196            OK             
1          0               2               256             0               2167816         BEST            0.60            0.985397        3196            OK             
1          0               2               256             0               2167816         BEST            0.65            0.985397        3196            OK             
1          0               2               256             0               2167816         BEST            0.70            0.985397        3196            OK             
1          0               2               256             0               2167816         BEST            0.75            0.985397        3196            OK             
1          0               2               256             0               2167816         BEST            0.80            0.985397        3196            OK             
1          0               2               256             0               2167816         BEST            0.85            0.985397        3196            OK             
1          0               2               256             0               2167816         BEST            0.90            0.985397        3196            OK             
1          0               2               256             0               2167816         BEST            0.95            0.985397        3196            OK             
331        0               2               256             0               2167816         BEST            0.50            0.999999        3203            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999999        3203            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999999        3203            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999999        3203            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999999        3203            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999999        3203            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999999        3203            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999999        3203            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999999        3203            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999999        3203            OK             
341        0               2               256             0               2167816         BEST            0.50            0.833140        3224            OK             
1          0               2               256             0               2167816         BEST            0.55            0.833140        3224            OK             
1          0               2               256             0               2167816         BEST            0.60            0.833140        3224            OK             
1          0               2               256             0               2167816         BEST            0.65            0.833140        3224            OK             
1          0               2               256             0               2167816         BEST            0.70            0.833140        3224            OK             
1          0               2               256             0               2167816         BEST            0.75            0.833140        3224            OK             
1          0               2               256             0               2167816         BEST            0.80            0.833140        3224            OK             
1          0               2               256             0               2167816         BEST            0.85            0.833140        3224            NO             
1          0               2               256             0               2167816         BEST            0.90            0.833140        3224            NO             
1          0               2               256             0               2167816         BEST            0.95            0.833140        3224            NO             
351        0               2               256             0               2167816         BEST            0.50            0.999953        3198            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999953        3198            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999953        3198            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999953        3198            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999953        3198            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999953        3198            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999953        3198            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999953        3198            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999953        3198            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999953        3198            OK             
361        0               2               256             0               2167816         BEST            0.50            0.993453        3196            OK             
1          0               2               256             0               2167816         BEST            0.55            0.993453        3196            OK             
1          0               2               256             0               2167816         BEST            0.60            0.993453        3196            OK             
1          0               2               256             0               2167816         BEST            0.65            0.993453        3196            OK             
1          0               2               256             0               2167816         BEST            0.70            0.993453        3196            OK             
1          0               2               256             0               2167816         BEST            0.75            0.993453        3196            OK             
1          0               2               256             0               2167816         BEST            0.80            0.993453        3196            OK             
1          0               2               256             0               2167816         BEST            0.85            0.993453        3196            OK             
1          0               2               256             0               2167816         BEST            0.90            0.993453        3196            OK             
1          0               2               256             0               2167816         BEST            0.95            0.993453        3196            OK             
371        0               2               256             0               2167816         BEST            0.50            0.990074        3189            OK             
1          0               2               256             0               2167816         BEST            0.55            0.990074        3189            OK             
1          0               2               256             0               2167816         BEST            0.60            0.990074        3189            OK             
1          0               2               256             0               2167816         BEST            0.65            0.990074        3189            OK             
1          0               2               256             0               2167816         BEST            0.70            0.990074        3189            OK             
1          0               2               256             0               2167816         BEST            0.75            0.990074        3189            OK             
1          0               2               256             0               2167816         BEST            0.80            0.990074        3189            OK             
1          0               2               256             0               2167816         BEST            0.85            0.990074        3189            OK             
1          0               2               256             0               2167816         BEST            0.90            0.990074        3189            OK             
1          0               2               256             0               2167816         BEST            0.95            0.990074        3189            OK             
381        0               2               256             0               2167816         BEST            0.50            0.999999        3208            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999999        3208            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999999        3208            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999999        3208            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999999        3208            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999999        3208            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999999        3208            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999999        3208            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999999        3208            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999999        3208            OK             
391        0               2               256             0               2167816         BEST            0.50            0.947268        3272            OK             
1          0               2               256             0               2167816         BEST            0.55            0.947268        3272            OK             
1          0               2               256             0               2167816         BEST            0.60            0.947268        3272            OK             
1          0               2               256             0               2167816         BEST            0.65            0.947268        3272            OK             
1          0               2               256             0               2167816         BEST            0.70            0.947268        3272            OK             
1          0               2               256             0               2167816         BEST            0.75            0.947268        3272            OK             
1          0               2               256             0               2167816         BEST            0.80            0.947268        3272            OK             
1          0               2               256             0               2167816         BEST            0.85            0.947268        3272            OK             
1          0               2               256             0               2167816         BEST            0.90            0.947268        3272            OK             
1          0               2               256             0               2167816         BEST            0.95            0.947268        3272            NO             
401        0               2               256             0               2167816         BEST            0.50            0.993942        3193            OK             
1          0               2               256             0               2167816         BEST            0.55            0.993942        3193            OK             
1          0               2               256             0               2167816         BEST            0.60            0.993942        3193            OK             
1          0               2               256             0               2167816         BEST            0.65            0.993942        3193            OK             
1          0               2               256             0               2167816         BEST            0.70            0.993942        3193            OK             
1          0               2               256             0               2167816         BEST            0.75            0.993942        3193            OK             
1          0               2               256             0               2167816         BEST            0.80            0.993942        3193            OK             
1          0               2               256             0               2167816         BEST            0.85            0.993942        3193            OK             
1          0               2               256             0               2167816         BEST            0.90            0.993942        3193            OK             
1          0               2               256             0               2167816         BEST            0.95            0.993942        3193            OK             
411        0               2               256             0               2167816         BEST            0.50            0.999983        3216            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999983        3216            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999983        3216            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999983        3216            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999983        3216            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999983        3216            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999983        3216            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999983        3216            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999983        3216            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999983        3216            OK             
421        0               2               256             0               2167816         BEST            0.50            0.789745        3227            OK             
1          0               2               256             0               2167816         BEST            0.55            0.789745        3227            OK             
1          0               2               256             0               2167816         BEST            0.60            0.789745        3227            OK             
1          0               2               256             0               2167816         BEST            0.65            0.789745        3227            OK             
1          0               2               256             0               2167816         BEST            0.70            0.789745        3227            OK             
1          0               2               256             0               2167816         BEST            0.75            0.789745        3227            OK             
1          0               2               256             0               2167816         BEST            0.80            0.789745        3227            NO             
1          0               2               256             0               2167816         BEST            0.85            0.789745        3227            NO             
1          0               2               256             0               2167816         BEST            0.90            0.789745        3227            NO             
1          0               2               256             0               2167816         BEST            0.95            0.789745        3227            NO             
431        0               2               256             0               2167816         BEST            0.50            0.999687        3228            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999687        3228            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999687        3228            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999687        3228            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999687        3228            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999687        3228            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999687        3228            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999687        3228            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999687        3228            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999687        3228            OK             
441        0               2               256             0               2167816         BEST            0.50            0.911648        3218            OK             
1          0               2               256             0               2167816         BEST            0.55            0.911648        3218            OK             
1          0               2               256             0               2167816         BEST            0.60            0.911648        3218            OK             
1          0               2               256             0               2167816         BEST            0.65            0.911648        3218            OK             
1          0               2               256             0               2167816         BEST            0.70            0.911648        3218            OK             
1          0               2               256             0               2167816         BEST            0.75            0.911648        3218            OK             
1          0               2               256             0               2167816         BEST            0.80            0.911648        3218            OK             
1          0               2               256             0               2167816         BEST            0.85            0.911648        3218            OK             
1          0               2               256             0               2167816         BEST            0.90            0.911648        3218            OK             
1          0               2               256             0               2167816         BEST            0.95            0.911648        3218            NO             
451        0               2               256             0               2167816         BEST            0.50            0.994985        3202            OK             
1          0               2               256             0               2167816         BEST            0.55            0.994985        3202            OK             
1          0               2               256             0               2167816         BEST            0.60            0.994985        3202            OK             
1          0               2               256             0               2167816         BEST            0.65            0.994985        3202            OK             
1          0               2               256             0               2167816         BEST            0.70            0.994985        3202            OK             
1          0               2               256             0               2167816         BEST            0.75            0.994985        3202            OK             
1          0               2               256             0               2167816         BEST            0.80            0.994985        3202            OK             
1          0               2               256             0               2167816         BEST            0.85            0.994985        3202            OK             
1          0               2               256             0               2167816         BEST            0.90            0.994985        3202            OK             
1          0               2               256             0               2167816         BEST            0.95            0.994985        3202            OK             
461        0               2               256             0               2167816         BEST            0.50            0.993015        3210            OK             
1          0               2               256             0               2167816         BEST            0.55            0.993015        3210            OK             
1          0               2               256             0               2167816         BEST            0.60            0.993015        3210            OK             
1          0               2               256             0               2167816         BEST            0.65            0.993015        3210            OK             
1          0               2               256             0               2167816         BEST            0.70            0.993015        3210            OK             
1          0               2               256             0               2167816         BEST            0.75            0.993015        3210            OK             
1          0               2               256             0               2167816         BEST            0.80            0.993015        3210            OK             
1          0               2               256             0               2167816         BEST            0.85            0.993015        3210            OK             
1          0               2               256             0               2167816         BEST            0.90            0.993015        3210            OK             
1          0               2               256             0               2167816         BEST            0.95            0.993015        3210            OK             
471        0               2               256             0               2167816         BEST            0.50            0.999993        3190            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999993        3190            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999993        3190            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999993        3190            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999993        3190            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999993        3190            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999993        3190            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999993        3190            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999993        3190            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999993        3190            OK             
481        0               2               256             0               2167816         BEST            0.50            0.999933        3253            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999933        3253            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999933        3253            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999933        3253            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999933        3253            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999933        3253            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999933        3253            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999933        3253            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999933        3253            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999933        3253            OK             
491        0               2               256             0               2167816         BEST            0.50            0.999992        3212            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999992        3212            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999992        3212            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999992        3212            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999992        3212            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999992        3212            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999992        3212            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999992        3212            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999992        3212            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999992        3212            OK             
501        0               2               256             0               2167816         BEST            0.50            1.000000        3223            OK             
1          0               2               256             0               2167816         BEST            0.55            1.000000        3223            OK             
1          0               2               256             0               2167816         BEST            0.60            1.000000        3223            OK             
1          0               2               256             0               2167816         BEST            0.65            1.000000        3223            OK             
1          0               2               256             0               2167816         BEST            0.70            1.000000        3223            OK             
1          0               2               256             0               2167816         BEST            0.75            1.000000        3223            OK             
1          0               2               256             0               2167816         BEST            0.80            1.000000        3223            OK             
1          0               2               256             0               2167816         BEST            0.85            1.000000        3223            OK             
1          0               2               256             0               2167816         BEST            0.90            1.000000        3223            OK             
1          0               2               256             0               2167816         BEST            0.95            1.000000        3223            OK             
511        0               2               256             0               2167816         BEST            0.50            0.999954        3196            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999954        3196            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999954        3196            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999954        3196            OK             
1          0               2               256             0               2167816         BEST            0.70            0.999954        3196            OK             
1          0               2               256             0               2167816         BEST            0.75            0.999954        3196            OK             
1          0               2               256             0               2167816         BEST            0.80            0.999954        3196            OK             
1          0               2               256             0               2167816         BEST            0.85            0.999954        3196            OK             
1          0               2               256             0               2167816         BEST            0.90            0.999954        3196            OK             
1          0               2               256             0               2167816         BEST            0.95            0.999954        3196            OK             
521        0               2               256             0               2167816         BEST            0.50            1.000000        3189            OK             
1          0               2               256             0               2167816         BEST            0.55            1.000000        3189            OK             
1          0               2               256             0               2167816         BEST            0.60            1.000000        3189            OK             
1          0               2               256             0               2167816         BEST            0.65            1.000000        3189            OK             
1          0               2               256             0               2167816         BEST            0.70            1.000000        3189            OK             
1          0               2               256             0               2167816         BEST            0.75            1.000000        3189            OK             
1          0               2               256             0               2167816         BEST            0.80            1.000000        3189            OK             
1          0               2               256             0               2167816         BEST            0.85            1.000000        3189            OK             
1          0               2               256             0               2167816         BEST            0.90            1.000000        3189            OK             
1          0               2               256             0               2167816         BEST            0.95            1.000000        3189            OK             
531        0               2               256             0               2167816         BEST            0.50            0.999999        3191            OK             
1          0               2               256             0               2167816         BEST            0.55            0.999999        3191            OK             
1          0               2               256             0               2167816         BEST            0.60            0.999999        3191            OK             
1          0               2               256             0               2167816         BEST            0.65            0.999999        3191            OK             
