N°        MODEL           OUTPUT_SIZE     NEURONS         NUM_REFS        MODEL_SIZE      METHOD          THRESHOLD       PROBABILITY     TIME(ns)        RESULT         
1          0               2               256             0               2167816         BEST            0.70            0.001726        3187            NO             
1          0               2               256             0               2167816         BEST            0.75            0.001726        3187            NO             
1          0               2               256             0               2167816         BEST            0.80            0.001726        3187            NO             
1          0               2               256             0               2167816         BEST            0.85            0.001726        3187            NO             
1          0               2               256             0               2167816         BEST            0.90            0.001726        3187            NO             
1          0               2               256             0               2167816         BEST            0.95            0.001726        3187            NO             
531        0               2               256             0               2167816         BEST            0.50            0.000010        3288            NO             
1          0               2               256             0               2167816         BEST            0.55            0.000010        3288            NO             
1          0               2               256             0               2167816         BEST            0.60            0.000010        3288            NO             
1          0               2               256             0               2167816         BEST            0.65            0.000010        3288            NO             
1          0               2               256             0               2167816         BEST            0.70            0.000010        3288            NO             
1          0               2               256             0               2167816         BEST            0.75            0.000010        3288            NO             
1          0               2               256             0               2167816         BEST            0.80            0.000010        3288            NO             
1          0               2               256             0               2167816         BEST            0.85            0.000010        3288            NO             
1          0               2               256             0               2167816         BEST            0.90            0.000010        3288            NO             
1          0               2               256             0               2167816         BEST            0.95            0.000010        3288            NO             
541        0               2               256             0               2167816         BEST            0.50            0.021944        3198            NO             
1          0               2               256             0               2167816         BEST            0.55            0.021944        3198            NO             
1          0               2               256             0               2167816         BEST            0.60            0.021944        3198            NO             
1          0               2               256             0               2167816         BEST            0.65            0.021944        3198            NO             
1          0               2               256             0               2167816         BEST            0.70            0.021944        3198            NO             
1          0               2               256             0               2167816         BEST            0.75            0.021944        3198            NO             
1          0               2               256             0               2167816         BEST            0.80            0.021944        3198            NO             
1          0               2               256             0               2167816         BEST            0.85            0.021944        3198            NO             
1          0               2               256             0               2167816         BEST            0.90            0.021944        3198            NO             
1          0               2               256             0               2167816         BEST            0.95            0.021944        3198            NO             
551        0               2               256             0               2167816         BEST            0.50            0.000011        3194            NO             
1          0               2               256             0               2167816         BEST            0.55            0.000011        3194            NO             
1          0               2               256             0               2167816         BEST            0.60            0.000011        3194            NO             
1          0               2               256             0               2167816         BEST            0.65            0.000011        3194            NO             
1          0               2               256             0               2167816         BEST            0.70            0.000011        3194            NO             
1          0               2               256             0               2167816         BEST            0.75            0.000011        3194            NO             
1          0               2               256             0               2167816         BEST            0.80            0.000011        3194            NO             
1          0               2               256             0               2167816         BEST            0.85            0.000011        3194            NO             
1          0               2               256             0               2167816         BEST            0.90            0.000011        3194            NO             
1          0               2               256             0               2167816         BEST            0.95            0.000011        3194            NO             
561        0               2               256             0               2167816         BEST            0.50            0.002078        3215            NO             
1          0               2               256             0               2167816         BEST            0.55            0.002078        3215            NO             
1          0               2               256             0               2167816         BEST            0.60            0.002078        3215            NO             
1          0               2               256             0               2167816         BEST            0.65            0.002078        3215            NO             
1          0               2               256             0               2167816         BEST            0.70            0.002078        3215            NO             
1          0               2               256             0               2167816         BEST            0.75            0.002078        3215            NO             
1          0               2               256             0               2167816         BEST            0.80            0.002078        3215            NO             
1          0               2               256             0               2167816         BEST            0.85            0.002078        3215            NO             
1          0               2               256             0               2167816         BEST            0.90            0.002078        3215            NO             
1          0               2               256             0               2167816         BEST            0.95            0.002078        3215            NO             
571        0               2               256             0               2167816         BEST            0.50            0.002690        3194            NO             
1          0               2               256             0               2167816         BEST            0.55            0.002690        3194            NO             
1          0               2               256             0               2167816         BEST            0.60            0.002690        3194            NO             
1          0               2               256             0               2167816         BEST            0.65            0.002690        3194            NO             
1          0               2               256             0               2167816         BEST            0.70            0.002690        3194            NO             
1          0               2               256             0               2167816         BEST            0.75            0.002690        3194            NO             
1          0               2               256             0               2167816         BEST            0.80            0.002690        3194            NO             
1          0               2               256             0               2167816         BEST            0.85            0.002690        3194            NO             
1          0               2               256             0               2167816         BEST            0.90            0.002690        3194            NO             
1          0               2               256             0               2167816         BEST            0.95            0.002690        3194            NO             
581        0               2               256             0               2167816         BEST            0.50            0.005277        3207            NO             
1          0               2               256             0               2167816         BEST            0.55            0.005277        3207            NO             
1          0               2               256             0               2167816         BEST            0.60            0.005277        3207            NO             
1          0               2               256             0               2167816         BEST            0.65            0.005277        3207            NO             
1          0               2               256             0               2167816         BEST            0.70            0.005277        3207            NO             
1          0               2               256             0               2167816         BEST            0.75            0.005277        3207            NO             
1          0               2               256             0               2167816         BEST            0.80            0.005277        3207            NO             
1          0               2               256             0               2167816         BEST            0.85            0.005277        3207            NO             
1          0               2               256             0               2167816         BEST            0.90            0.005277        3207            NO             
1          0               2               256             0               2167816         BEST            0.95            0.005277        3207            NO             
591        0               2               256             0               2167816         BEST            0.50            0.000854        3193            NO             
1          0               2               256             0               2167816         BEST            0.55            0.000854        3193            NO             
1          0               2               256             0               2167816         BEST            0.60            0.000854        3193            NO             
1          0               2               256             0               2167816         BEST            0.65            0.000854        3193            NO             
1          0               2               256             0               2167816         BEST            0.70            0.000854        3193            NO             
1          0               2               256             0               2167816         BEST            0.75            0.000854        3193            NO             
1          0               2               256             0               2167816         BEST            0.80            0.000854        3193            NO             
1          0               2               256             0               2167816         BEST            0.85            0.000854        3193            NO             
1          0               2               256             0               2167816         BEST            0.90            0.000854        3193            NO             
1          0               2               256             0               2167816         BEST            0.95            0.000854        3193            NO             
601        0               2               256             0               2167816         BEST            0.50            0.000001        3204            NO             
1          0               2               256             0               2167816         BEST            0.55            0.000001        3204            NO             
1          0               2               256             0               2167816         BEST            0.60            0.000001        3204            NO             
1          0               2               256             0               2167816         BEST            0.65            0.000001        3204            NO             
1          0               2               256             0               2167816         BEST            0.70            0.000001        3204            NO             
1          0               2               256             0               2167816         BEST            0.75            0.000001        3204            NO             
1          0               2               256             0               2167816         BEST            0.80            0.000001        3204            NO             
1          0               2               256             0               2167816         BEST            0.85            0.000001        3204            NO             
1          0               2               256             0               2167816         BEST            0.90            0.000001        3204            NO             
1          0               2               256             0               2167816         BEST            0.95            0.000001        3204            NO             
611        0               2               256             0               2167816         BEST            0.50            0.033670        3208            NO             
1          0               2               256             0               2167816         BEST            0.55            0.033670        3208            NO             
1          0               2               256             0               2167816         BEST            0.60            0.033670        3208            NO             
1          0               2               256             0               2167816         BEST            0.65            0.033670        3208            NO             
1          0               2               256             0               2167816         BEST            0.70            0.033670        3208            NO             
1          0               2               256             0               2167816         BEST            0.75            0.033670        3208            NO             
1          0               2               256             0               2167816         BEST            0.80            0.033670        3208            NO             
1          0               2               256             0               2167816         BEST            0.85            0.033670        3208            NO             
1          0               2               256             0               2167816         BEST            0.90            0.033670        3208            NO             
1          0               2               256             0               2167816         BEST            0.95            0.033670        3208            NO             
621        0               2               256             0               2167816         BEST            0.50            0.016413        3210            NO             
1          0               2               256             0               2167816         BEST            0.55            0.016413        3210            NO             
1          0               2               256             0               2167816         BEST            0.60            0.016413        3210            NO             
1          0               2               256             0               2167816         BEST            0.65            0.016413        3210            NO             
1          0               2               256             0               2167816         BEST            0.70            0.016413        3210            NO             
1          0               2               256             0               2167816         BEST            0.75            0.016413        3210            NO             
1          0               2               256             0               2167816         BEST            0.80            0.016413        3210            NO             
1          0               2               256             0               2167816         BEST            0.85            0.016413        3210            NO             
1          0               2               256             0               2167816         BEST            0.90            0.016413        3210            NO             
1          0               2               256             0               2167816         BEST            0.95            0.016413        3210            NO             
631        0               2               256             0               2167816         BEST            0.50            0.001719        3343            NO             
1          0               2               256             0               2167816         BEST            0.55            0.001719        3343            NO             
1          0               2               256             0               2167816         BEST            0.60            0.001719        3343            NO             
1          0               2               256             0               2167816         BEST            0.65            0.001719        3343            NO             
1          0               2               256             0               2167816         BEST            0.70            0.001719        3343            NO             
1          0               2               256             0               2167816         BEST            0.75            0.001719        3343            NO             
1          0               2               256             0               2167816         BEST            0.80            0.001719        3343            NO             
1          0               2               256             0               2167816         BEST            0.85            0.001719        3343            NO             
1          0               2               256             0               2167816         BEST            0.90            0.001719        3343            NO             
1          0               2               256             0               2167816         BEST            0.95            0.001719        3343            NO             
641        0               2               256             0               2167816         BEST            0.50            0.006476        3207            NO             
1          0               2               256             0               2167816         BEST            0.55            0.006476        3207            NO             
1          0               2               256             0               2167816         BEST            0.60            0.006476        3207            NO             
1          0               2               256             0               2167816         BEST            0.65            0.006476        3207            NO             
1          0               2               256             0               2167816         BEST            0.70            0.006476        3207            NO             
1          0               2               256             0               2167816         BEST            0.75            0.006476        3207            NO             
1          0               2               256             0               2167816         BEST            0.80            0.006476        3207            NO             
1          0               2               256             0               2167816         BEST            0.85            0.006476        3207            NO             
1          0               2               256             0               2167816         BEST            0.90            0.006476        3207            NO             
1          0               2               256             0               2167816         BEST            0.95            0.006476        3207            NO             
651        0               2               256             0               2167816         BEST            0.50            0.184100        3200            NO             
1          0               2               256             0               2167816         BEST            0.55            0.184100        3200            NO             
1          0               2               256             0               2167816         BEST            0.60            0.184100        3200            NO             
1          0               2               256             0               2167816         BEST            0.65            0.184100        3200            NO             
1          0               2               256             0               2167816         BEST            0.70            0.184100        3200            NO             
1          0               2               256             0               2167816         BEST            0.75            0.184100        3200            NO             
1          0               2               256             0               2167816         BEST            0.80            0.184100        3200            NO             
1          0               2               256             0               2167816         BEST            0.85            0.184100        3200            NO             
1          0               2               256             0               2167816         BEST            0.90            0.184100        3200            NO             
1          0               2               256             0               2167816         BEST            0.95            0.184100        3200            NO             
661        0               2               256             0               2167816         BEST            0.50            0.000121        3226            NO             
1          0               2               256             0               2167816         BEST            0.55            0.000121        3226            NO             
1          0               2               256             0               2167816         BEST            0.60            0.000121        3226            NO             
1          0               2               256             0               2167816         BEST            0.65            0.000121        3226            NO             
1          0               2               256             0               2167816         BEST            0.70            0.000121        3226            NO             
1          0               2               256             0               2167816         BEST            0.75            0.000121        3226            NO             
1          0               2               256             0               2167816         BEST            0.80            0.000121        3226            NO             
1          0               2               256             0               2167816         BEST            0.85            0.000121        3226            NO             
1          0               2               256             0               2167816         BEST            0.90            0.000121        3226            NO             
1          0               2               256             0               2167816         BEST            0.95            0.000121        3226            NO             
671        0               2               256             0               2167816         BEST            0.50            0.291321        3191            NO             
1          0               2               256             0               2167816         BEST            0.55            0.291321        3191            NO             
1          0               2               256             0               2167816         BEST            0.60            0.291321        3191            NO             
1          0               2               256             0               2167816         BEST            0.65            0.291321        3191            NO             
1          0               2               256             0               2167816         BEST            0.70            0.291321        3191            NO             
1          0               2               256             0               2167816         BEST            0.75            0.291321        3191            NO             
1          0               2               256             0               2167816         BEST            0.80            0.291321        3191            NO             
1          0               2               256             0               2167816         BEST            0.85            0.291321        3191            NO             
1          0               2               256             0               2167816         BEST            0.90            0.291321        3191            NO             
1          0               2               256             0               2167816         BEST            0.95            0.291321        3191            NO             
681        0               2               256             0               2167816         BEST            0.50            0.334664        3201            NO             
1          0               2               256             0               2167816         BEST            0.55            0.334664        3201            NO             
1          0               2               256             0               2167816         BEST            0.60            0.334664        3201            NO             
1          0               2               256             0               2167816         BEST            0.65            0.334664        3201            NO             
1          0               2               256             0               2167816         BEST            0.70            0.334664        3201            NO             
1          0               2               256             0               2167816         BEST            0.75            0.334664        3201            NO             
1          0               2               256             0               2167816         BEST            0.80            0.334664        3201            NO             
1          0               2               256             0               2167816         BEST            0.85            0.334664        3201            NO             
1          0               2               256             0               2167816         BEST            0.90            0.334664        3201            NO             
1          0               2               256             0               2167816         BEST            0.95            0.334664        3201            NO             
691        0               2               256             0               2167816         BEST            0.50            0.001289        3213            NO             
1          0               2               256             0               2167816         BEST            0.55            0.001289        3213            NO             
1          0               2               256             0               2167816         BEST            0.60            0.001289        3213            NO             
1          0               2               256             0               2167816         BEST            0.65            0.001289        3213            NO             
1          0               2               256             0               2167816         BEST            0.70            0.001289        3213            NO             
1          0               2               256             0               2167816         BEST            0.75            0.001289        3213            NO             
1          0               2               256             0               2167816         BEST            0.80            0.001289        3213            NO             
1          0               2               256             0               2167816         BEST            0.85            0.001289        3213            NO             
1          0               2               256             0               2167816         BEST            0.90            0.001289        3213            NO             
1          0               2               256             0               2167816         BEST            0.95            0.001289        3213            NO             
701        0               2               256             0               2167816         BEST            0.50            0.000343        3197            NO             
1          0               2               256             0               2167816         BEST            0.55            0.000343        3197            NO             
1          0               2               256             0               2167816         BEST            0.60            0.000343        3197            NO             
1          0               2               256             0               2167816         BEST            0.65            0.000343        3197            NO             
1          0               2               256             0               2167816         BEST            0.70            0.000343        3197            NO             
1          0               2               256             0               2167816         BEST            0.75            0.000343        3197            NO             
1          0               2               256             0               2167816         BEST            0.80            0.000343        3197            NO             
1          0               2               256             0               2167816         BEST            0.85            0.000343        3197            NO             
1          0               2               256             0               2167816         BEST            0.90            0.000343        3197            NO             
1          0               2               256             0               2167816         BEST            0.95            0.000343        3197            NO             
711        0               2               256             0               2167816         BEST            0.50            0.000048        3237            NO             
1          0               2               256             0               2167816         BEST            0.55            0.000048        3237            NO             
1          0               2               256             0               2167816         BEST            0.60            0.000048        3237            NO             
1          0               2               256             0               2167816         BEST            0.65            0.000048        3237            NO             
1          0               2               256             0               2167816         BEST            0.70            0.000048        3237            NO             
1          0               2               256             0               2167816         BEST            0.75            0.000048        3237            NO             
1          0               2               256             0               2167816         BEST            0.80            0.000048        3237            NO             
1          0               2               256             0               2167816         BEST            0.85            0.000048        3237            NO             
1          0               2               256             0               2167816         BEST            0.90            0.000048        3237            NO             
1          0               2               256             0               2167816         BEST            0.95            0.000048        3237            NO             
721        0               2               256             0               2167816         BEST            0.50            0.002128        3261            NO             
1          0               2               256             0               2167816         BEST            0.55            0.002128        3261            NO             
1          0               2               256             0               2167816         BEST            0.60            0.002128        3261            NO             
1          0               2               256             0               2167816         BEST            0.65            0.002128        3261            NO             
1          0               2               256             0               2167816         BEST            0.70            0.002128        3261            NO             
1          0               2               256             0               2167816         BEST            0.75            0.002128        3261            NO             
1          0               2               256             0               2167816         BEST            0.80            0.002128        3261            NO             
1          0               2               256             0               2167816         BEST            0.85            0.002128        3261            NO             
1          0               2               256             0               2167816         BEST            0.90            0.002128        3261            NO             
1          0               2               256             0               2167816         BEST            0.95            0.002128        3261            NO             
731        0               2               256             0               2167816         BEST            0.50            0.036774        3191            NO             
1          0               2               256             0               2167816         BEST            0.55            0.036774        3191            NO             
1          0               2               256             0               2167816         BEST            0.60            0.036774        3191            NO             
1          0               2               256             0               2167816         BEST            0.65            0.036774        3191            NO             
1          0               2               256             0               2167816         BEST            0.70            0.036774        3191            NO             
1          0               2               256             0               2167816         BEST            0.75            0.036774        3191            NO             
1          0               2               256             0               2167816         BEST            0.80            0.036774        3191            NO             
1          0               2               256             0               2167816         BEST            0.85            0.036774        3191            NO             
1          0               2               256             0               2167816         BEST            0.90            0.036774        3191            NO             
1          0               2               256             0               2167816         BEST            0.95            0.036774        3191            NO             
741        0               2               256             0               2167816         BEST            0.50            0.000135        3196            NO             
1          0               2               256             0               2167816         BEST            0.55            0.000135        3196            NO             
1          0               2               256             0               2167816         BEST            0.60            0.000135        3196            NO             
1          0               2               256             0               2167816         BEST            0.65            0.000135        3196            NO             
1          0               2               256             0               2167816         BEST            0.70            0.000135        3196            NO             
1          0               2               256             0               2167816         BEST            0.75            0.000135        3196            NO             
1          0               2               256             0               2167816         BEST            0.80            0.000135        3196            NO             
1          0               2               256             0               2167816         BEST            0.85            0.000135        3196            NO             
1          0               2               256             0               2167816         BEST            0.90            0.000135        3196            NO             
1          0               2               256             0               2167816         BEST            0.95            0.000135        3196            NO             
751        0               2               256             0               2167816         BEST            0.50            0.338630        3212            NO             
1          0               2               256             0               2167816         BEST            0.55            0.338630        3212            NO             
1          0               2               256             0               2167816         BEST            0.60            0.338630        3212            NO             
1          0               2               256             0               2167816         BEST            0.65            0.338630        3212            NO             
1          0               2               256             0               2167816         BEST            0.70            0.338630        3212            NO             
1          0               2               256             0               2167816         BEST            0.75            0.338630        3212            NO             
1          0               2               256             0               2167816         BEST            0.80            0.338630        3212            NO             
1          0               2               256             0               2167816         BEST            0.85            0.338630        3212            NO             
1          0               2               256             0               2167816         BEST            0.90            0.338630        3212            NO             
1          0               2               256             0               2167816         BEST            0.95            0.338630        3212            NO             
761        0               2               256             0               2167816         BEST            0.50            0.004504        3199            NO             
1          0               2               256             0               2167816         BEST            0.55            0.004504        3199            NO             
1          0               2               256             0               2167816         BEST            0.60            0.004504        3199            NO             
1          0               2               256             0               2167816         BEST            0.65            0.004504        3199            NO             
1          0               2               256             0               2167816         BEST            0.70            0.004504        3199            NO             
1          0               2               256             0               2167816         BEST            0.75            0.004504        3199            NO             
1          0               2               256             0               2167816         BEST            0.80            0.004504        3199            NO             
1          0               2               256             0               2167816         BEST            0.85            0.004504        3199            NO             
1          0               2               256             0               2167816         BEST            0.90            0.004504        3199            NO             
1          0               2               256             0               2167816         BEST            0.95            0.004504        3199            NO             
771        0               2               256             0               2167816         BEST            0.50            0.000046        3255            NO             
1          0               2               256             0               2167816         BEST            0.55            0.000046        3255            NO             
1          0               2               256             0               2167816         BEST            0.60            0.000046        3255            NO             
1          0               2               256             0               2167816         BEST            0.65            0.000046        3255            NO             
1          0               2               256             0               2167816         BEST            0.70            0.000046        3255            NO             
1          0               2               256             0               2167816         BEST            0.75            0.000046        3255            NO             
1          0               2               256             0               2167816         BEST            0.80            0.000046        3255            NO             
1          0               2               256             0               2167816         BEST            0.85            0.000046        3255            NO             
1          0               2               256             0               2167816         BEST            0.90            0.000046        3255            NO             
1          0               2               256             0               2167816         BEST            0.95            0.000046        3255            NO             
781        0               2               256             0               2167816         BEST            0.50            0.921897        3207            OK             
1          0               2               256             0               2167816         BEST            0.55            0.921897        3207            OK             
1          0               2               256             0               2167816         BEST            0.60            0.921897        3207            OK             
1          0               2               256             0               2167816         BEST            0.65            0.921897        3207            OK             
1          0               2               256             0               2167816         BEST            0.70            0.921897        3207            OK             
1          0               2               256             0               2167816         BEST            0.75            0.921897        3207            OK             
1          0               2               256             0               2167816         BEST            0.80            0.921897        3207            OK             
1          0               2               256             0               2167816         BEST            0.85            0.921897        3207            OK             
